ID,大学,調査時期,学年,年齢,性別,居場所1,居場所2,居場所3,居場所4,居場所5,居場所6,居場所7,居場所8,居場所9,居場所10,居場所11,居場所12,居場所13,居場所14,居場所15,居場所16,居場所17,居場所18,居場所19,居場所20,居場所21,居場所22,居場所23,SS1,SS2,SS3,SS4,SS5,SS6,SS7,SS8,SS9,SS10,SS11,SS12,SS13,SS14,SS15,SS16,SS17,SS18,SS19,SS20,SS21,SS22,SS23,SS24,SS25,SS26,SS27,SS28,SS29,SS30,SS31,SS32,SS33,SS34,SS35,友人1,友人2,友人3,友人4,友人5,友人6,友人7,友人8,友人9,友人10,友人11,友人12,友人13,友人14,友人15,友人16,友人17,友人18,友人19,友人20,友人21,友人22,友人23,友人24,友人25,友人26,友人27,友人28,友人29,友人30,友人31,友人32,友人33,SS14R,SS10R,SS23R,SS33R,社会的居場所,個人的居場所,ソーシャルスキル,感情統制を除くソーシャルスキル,傷つけられ回避,距離確保,礼儀,傷つけ回避,Z関係開始,Z解読,Z主張性,Z感情統制,Z関係維持,Z記号化,Z社会的居場所,Z個人的居場所,Zソーシャルスキル5下位尺度版,Z傷つけられ回避,Z距離確保,Z礼儀,Z傷つけ回避,友人との付き合い方
809,6,5,1,19,2,4,4,4,4,3,3,3,3,3,4,3,4,4,3,4,4,3,4,4,4,4,4,2,3,2,2,2,3,2,3,3,3,2,2,2,2,3,2,2,2,2,3,3,2,3,2,2,2,2,2,2,2,3,2,3,2,3,2,1,2,3,3,2,2,5,2,2,4,3,2,4,4,4,4,4,3,3,2,3,4,2,2,4,2,3,2,2,3,2,4,2,2,3,3,3,3.533333333,3.625,2.485119048,2.35483871,2.888888889,2.285714286,3.555555556,2.5,-0.314604993,-0.820307735,-0.336764376,0.545406642,0.142991749,-0.605941745,0.770128895,0.880683011,-0.614300723,-0.172850441,-0.413972945,-0.684085901,-1.329704024,1
810,6,5,3,21,2,2,2,3,2,2,2,2,2,3,2,2,2,2,3,2,2,3,2,3,2,3,3,2,2,2,3,2,2,2,3,3,3,3,2,2,2,3,3,2,3,2,3,3,3,2,4,3,2,2,3,1,4,3,3,2,1,3,1,2,2,2,4,4,4,2,4,5,5,4,4,3,5,4,3,4,2,2,3,4,2,2,2,4,1,4,4,5,4,5,3,2,2,2,1,4,2.066666667,2.75,2.446428571,2.451612903,3.888888889,3.571428571,3.111111111,2.75,-0.684058884,0.348287083,-0.059108759,-0.209283944,-0.966748564,-0.176733009,-1.708802392,-0.560591936,-0.371168397,1.047739596,1.065554387,-1.47252389,-0.962995383,1
811,6,5,2,19,1,3,3,2,3,3,3,2,3,2,3,3,3,3,2,3,2,2,3,2,3,2,2,3,2,2,3,3,3,3,2,2,3,3,2,2,2,3,2,2,3,3,3,3,3,3,2,3,2,2,3,3,2,3,2,3,3,3,2,3,3,4,3,3,3,4,3,2,2,3,4,2,3,4,3,4,4,2,2,4,2,4,3,4,2,2,4,4,4,3,3,3,2,2,3,2,2.933333333,2,2.505952381,2.516129032,3.222222222,2.857142857,3.333333333,3,0.239575842,0.114568119,-0.336764376,0.168061349,-0.411878407,-1.03515048,-0.243979359,-1.795970462,-0.20908018,0.234012905,0.243594758,-1.078304895,-0.596286741,1
812,6,5,1,18,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,3,3,3,3,2,3,2,2,2,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,2,4,4,5,5,3,3,3,3,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,2,3,5,5,3,3,2,2,3,4,4,3.395833333,3.580645161,4.222222222,3.857142857,4.777777778,4.75,2.086845294,2.218038792,1.051513711,0.168061349,1.252732061,1.540101934,1.558879759,1.498372274,2.465375407,1.454602942,1.394338238,1.484118566,1.970673751,3
813,6,5,1,18,2,3,3,2,3,3,2,1,3,3,4,4,2,4,2,2,3,3,2,2,2,3,3,2,4,4,3,2,2,2,3,3,3,3,2,3,2,4,4,3,4,3,3,3,4,4,3,4,4,2,3,3,3,3,3,3,3,4,4,2,2,2,5,2,2,4,2,2,4,4,2,4,2,4,4,5,4,3,2,5,5,2,2,4,2,2,3,2,4,4,4,2,1,2,2,2,2.733333333,2.5,2.955357143,3.096774194,2.666666667,2.428571429,4.222222222,2.875,0.978483623,0.81572501,0.773858094,-0.586629237,0.697861905,1.110893198,-0.582015443,-0.972384778,1.249713777,-0.444092671,-0.249581019,0.498571081,-0.779641062,5
814,6,5,2,19,1,3,4,3,3,4,3,3,3,3,3,4,3,2,3,3,3,4,4,3,4,3,3,3,4,3,2,2,2,2,2,4,4,3,4,2,3,4,3,2,4,3,3,2,3,3,4,3,3,1,3,2,3,2,4,3,4,3,3,3,4,4,4,2,2,5,2,5,4,3,4,5,2,4,4,4,4,3,4,5,5,3,4,4,4,4,4,2,5,2,3,3,1,2,1,1,3.266666667,3.125,2.669642857,2.774193548,3.666666667,3,4.333333333,3.375,0.054848897,0.582006047,-0.614419994,-1.341319824,0.142991749,1.96931067,0.319414115,0.057097327,0.43927269,0.776497365,0.407986684,0.695680578,-0.046223778,4
815,6,5,2,19,1,3,4,4,3,3,4,4,3,2,4,3,4,4,3,3,4,3,4,4,4,2,2,4,3,2,2,3,2,4,2,3,2,3,2,3,3,2,4,3,3,3,2,3,2,2,3,3,2,3,4,3,2,3,3,2,2,3,2,5,4,4,4,2,4,4,4,3,5,4,4,4,5,4,5,4,4,4,4,4,5,4,2,4,4,4,2,4,3,4,4,5,3,2,2,3,3.533333333,3.125,2.62797619,2.677419355,3.777777778,3.428571429,4.222222222,4.25,0.054848897,0.114568119,1.329169329,0.168061349,-2.076488876,0.252475727,0.770128895,0.057097327,0.196140364,0.912118481,0.901162461,0.498571081,1.237256468,4
816,6,5,1,19,1,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,4,2,3,3,3,2,3,3,2,3,3,3,1,2,2,2,4,3,4,4,2,4,3,3,3,3,3,3,2,2,3,3,3,2,3,2,3,4,3,1,5,4,4,5,3,4,3,4,5,3,5,4,2,4,3,4,2,4,4,4,5,4,2,2,3,4,4,4,4,3,3,2,2,2,2,2.5,2.6875,2.806451613,3.888888889,3.142857143,3.666666667,3.625,0.978483623,-0.586588772,1.051513711,-0.586629237,-0.966748564,0.681684463,-1.821481087,-0.972384778,0.520316799,1.047739596,0.57237861,-0.486976404,0.320484863,4
817,6,5,2,20,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,3,4,3,2,3,3,4,2,2,3,2,2,2,1,4,3,3,2,3,3,1,3,3,1,2,2,1,3,3,3,2,3,4,2,2,2,5,4,4,4,4,2,2,2,2,4,4,5,4,5,4,2,5,5,5,2,1,4,2,2,1,2,1,2,1,1,3,3,4,3,3.933333333,4,2.895833333,2.677419355,1.888888889,2.714285714,4.666666667,2.375,0.978483623,-0.586588772,-0.892075612,1.677442522,0.697861905,0.681684463,1.446201064,1.498372274,0.196140364,-1.393440478,0.079202833,1.287009069,-1.513058345,2
818,6,5,2,19,2,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,3,2,2,2,3,3,3,2,3,3,2,2,3,2,2,3,2,3,1,3,3,2,4,2,1,3,2,2,3,2,2,2,3,2,3,2,2,2,2,3,4,3,4,2,3,3,4,2,4,4,4,2,4,3,4,2,4,3,4,4,4,3,2,3,4,3,3,2,2,3,3,2.266666667,2,2.455357143,2.419354839,2.666666667,3.142857143,3.222222222,3.5,-0.314604993,0.582006047,-1.169731229,0.168061349,-0.966748564,-0.176733009,-1.370766308,-1.795970462,-0.452212506,-0.444092671,0.57237861,-1.275414392,0.137130542,1
819,6,5,1,18,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,3,3,2,4,4,3,2,3,2,4,4,4,3,3,4,2,3,3,1,3,3,2,4,3,4,2,4,4,4,5,3,4,4,4,4,4,4,3,4,3,5,3,5,3,5,3,5,4,3,5,5,3,5,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3.267857143,3.290322581,3.111111111,3.571428571,4,4.625,1.532664458,1.283162938,0.773858094,0.922751936,1.807602218,0.681684463,-0.131300664,-0.148799094,1.735978429,0.098391789,1.065554387,0.104352087,1.78731943,3
820,6,5,1,19,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,4,2,3,3,3,2,3,4,3,3,2,3,2,3,3,2,3,2,4,3,3,3,2,3,2,4,2,3,4,2,2,4,2,4,3,4,3,4,2,4,4,4,4,4,4,4,4,2,2,4,2,3,3,2,4,4,4,3,2,3,3,3,3,3,2.866071429,2.838709677,3,2.571428571,4,3.375,0.609029732,0.81572501,0.218546859,0.922751936,-0.411878407,0.252475727,-0.131300664,-0.148799094,0.601360907,-0.037229326,-0.085189093,0.104352087,-0.046223778,5
821,6,5,1,19,2,4,4,3,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,2,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,4,4,4,2,2,4,3,2,3,3,3,4,2,4,4,4,4,5,4,4,4,4,3,4,2,4,3,3,2,3,4,2,2,2,2,3,3.866666667,3.5,2.758928571,2.838709677,2.888888889,2.714285714,4,3.625,0.793756678,0.582006047,-0.059108759,-0.209283944,0.142991749,0.252475727,1.333522369,0.67478659,0.601360907,-0.172850441,0.079202833,0.104352087,0.320484863,5
822,6,5,1,18,1,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,3,3,4,2,4,2,3,4,3,4,4,4,3,4,3,2,4,2,4,2,4,2,3,3,2,3,4,2,4,4,2,4,3,3,4,3,4,3,4,4,2,4,4,4,4,3,5,3,3,3,4,5,5,4,5,5,5,5,4,5,4,3,5,5,5,3,3,5,4,2,4,1,5,4,3,5,3,3,3,3,4,2.875,3.330357143,3.387096774,3.888888889,3.428571429,4.555555556,4.125,1.532664458,2.451757756,0.773858094,1.300097229,1.807602218,-0.176733009,1.558879759,-0.354695515,1.979110755,1.047739596,0.901162461,1.089899572,1.053902147,3
823,6,5,1,19,2,4,4,3,4,4,4,3,4,3,4,4,4,4,4,4,3,3,4,3,4,3,3,4,3,3,3,2,3,2,2,3,3,2,2,3,2,2,3,3,3,3,2,3,2,3,2,2,3,3,2,3,2,3,2,3,3,2,4,3,2,4,3,2,2,5,2,2,2,2,2,4,2,5,4,4,4,3,3,4,4,3,2,4,3,3,2,2,2,2,3,3,3,3,3,2,4,3,2.663690476,2.677419355,2.333333333,2.285714286,4,3,1.163210568,-1.287745662,0.773858094,0.168061349,-0.411878407,-0.176733009,1.558879759,-0.148799094,0.196140364,-0.850956017,-0.413972945,0.104352087,-0.596286741,2
824,6,5,1,19,2,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,2,3,3,3,3,3,4,4,3,2,2,2,3,1,2,3,4,3,1,3,3,4,3,2,3,2,3,2,2,4,4,2,2,2,2,3,2,3,3,4,3,3,3,4,3,3,4,4,4,3,4,5,3,3,5,5,2,3,5,5,3,3,4,5,5,3,2,5,4,4,4,2,4,3,3,2,1,2,1,2,3.8,3.375,2.511904762,2.516129032,3.222222222,3.857142857,4.111111111,3.5,-0.129878048,-1.287745662,0.218546859,-0.963974531,1.252732061,0.252475727,1.220843674,0.468890169,-0.20908018,0.234012905,1.394338238,0.301461584,0.137130542,4
825,6,5,2,20,2,4,3,4,4,4,3,2,4,4,3,3,4,4,3,3,4,4,3,3,3,3,3,3,2,3,3,4,3,4,2,4,4,2,3,3,2,4,3,2,3,3,3,2,4,4,2,3,2,3,4,2,3,3,2,3,2,3,2,4,4,3,4,4,4,5,4,5,4,4,5,5,5,5,5,5,5,4,5,5,4,4,5,5,4,4,5,4,5,4,4,4,1,3,3,3,3.4,3.375,2.928571429,2.838709677,4.444444444,4.142857143,4.777777778,4.25,0.054848897,1.283162938,0.218546859,1.300097229,0.697861905,-0.176733009,0.544771505,0.468890169,0.601360907,1.725845172,1.72312209,1.484118566,1.237256468,3
826,6,5,2,19,2,3,4,3,3,3,3,3,3,3,4,4,4,4,3,4,3,3,4,3,3,3,3,2,3,3,3,1,2,2,2,2,3,4,3,4,3,3,2,4,4,2,2,2,3,3,4,2,3,3,2,2,3,3,4,4,2,3,4,4,4,5,5,2,1,5,2,5,4,2,2,5,2,5,5,5,5,5,1,4,4,4,2,5,1,2,2,2,2,3,4,3,2,1,1,3,3.4,3,2.645833333,2.806451613,3.111111111,1.714285714,4.333333333,4.125,0.424302787,-0.352869808,1.051513711,-1.341319824,0.142991749,0.681684463,0.544771505,-0.148799094,0.520316799,0.098391789,-1.071540647,0.695680578,1.053902147,5
827,6,5,2,19,2,3,3,3,3,3,2,2,2,2,3,3,3,2,3,3,2,3,2,3,2,2,3,2,2,2,2,3,2,2,3,2,4,4,3,3,2,2,2,2,3,2,3,2,3,2,3,3,2,1,3,2,2,2,2,3,3,3,3,3,3,5,5,3,3,5,4,5,4,4,5,3,3,3,4,4,4,4,4,4,4,4,3,4,1,3,3,3,4,3,4,4,3,1,2,2,2.6,2.5,2.375,2.419354839,4,3,4.111111111,3.5,-0.129878048,0.114568119,-0.892075612,-0.586629237,0.142991749,-1.03515048,-0.807372833,-0.972384778,-0.452212506,1.183360711,0.407986684,0.301461584,0.137130542,4
828,6,5,1,18,2,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,4,4,4,4,2,4,4,4,4,4,4,4,2,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,3,5,5,2,4,3,5,5,4,5,3,3,1,1,4,4,3.5,3.598214286,3.903225806,5,3.857142857,5,4.25,2.271572239,2.451757756,2.439791799,-0.586629237,2.362472374,1.96931067,1.558879759,0.67478659,3.275816494,2.403950748,1.394338238,1.87833756,1.237256468,3
829,6,5,1,19,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,2,1,3,1,3,2,4,3,3,2,3,2,4,3,3,2,2,2,3,2,3,2,2,1,2,2,1,2,3,3,3,2,3,2,2,2,4,4,1,1,4,1,1,2,1,4,4,2,4,5,4,4,3,3,3,4,4,3,4,2,3,1,2,2,3,3,3,1,2,3,3,2.933333333,2.75,2.473214286,2.290322581,2.555555556,1.428571429,3.888888889,3.125,-1.422966665,-0.820307735,0.496202476,0.545406642,-0.411878407,0.252475727,-0.243979359,-0.560591936,-0.77638894,-0.579713787,-1.400324499,-0.09275741,-0.41293242,2
830,6,5,1,19,1,4,3,4,3,4,3,4,3,3,3,2,3,3,3,3,4,3,3,3,3,3,2,3,3,3,3,2,3,3,2,3,4,4,3,2,3,3,3,2,3,3,3,2,3,4,3,2,3,2,3,2,1,3,1,3,2,3,4,4,5,5,4,3,2,4,3,3,4,4,4,4,3,5,5,4,4,4,4,4,5,3,3,3,1,3,3,2,4,4,3,2,2,1,2,3,3.066666667,3.25,2.613095238,2.709677419,3.444444444,2.714285714,4.333333333,3.625,0.793756678,-0.119150844,-0.059108759,-0.586629237,0.697861905,-0.605941745,-0.018621969,0.262993748,0.277184473,0.505255135,0.079202833,0.695680578,0.320484863,4
831,6,5,1,18,1,3,3,2,3,3,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,3,2,2,2,3,2,4,3,4,2,3,4,4,3,4,2,4,3,2,3,2,2,3,3,3,3,2,2,3,2,1,2,3,1,2,4,2,3,2,3,5,4,1,1,5,1,5,5,4,5,5,4,5,5,4,5,4,5,5,5,3,4,5,3,2,2,1,5,4,4,4,1,1,2,1,2.133333333,2,2.413690476,2.483870968,4.222222222,2,4.777777778,3.75,-0.314604993,-0.352869808,0.773858094,-0.586629237,-0.411878407,-1.03515048,-1.596123697,-1.795970462,-0.290124288,1.454602942,-0.742756796,1.484118566,0.503839184,4
832,6,5,2,19,1,3,3,3,3,2,2,3,3,3,3,3,3,4,3,3,3,3,2,3,3,3,3,2,1,2,1,4,2,3,2,3,3,3,3,3,3,4,4,2,1,1,2,3,3,3,2,3,1,2,3,1,2,3,1,3,2,3,2,4,3,4,4,3,3,4,3,2,2,4,4,4,2,4,4,4,4,5,4,5,5,2,2,5,2,5,4,3,4,2,4,3,1,2,3,3,2.8,3,2.37202381,2.258064516,3,3.428571429,4.222222222,3.5,-1.422966665,0.114568119,0.773858094,0.922751936,-0.411878407,-2.322776687,-0.469336749,-0.148799094,-0.857433049,-0.037229326,0.901162461,0.498571081,0.137130542,4
833,6,5,2,19,2,4,4,3,3,4,3,3,3,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,2,2,4,3,3,2,3,4,4,3,4,3,4,3,3,2,2,3,3,2,4,2,4,1,4,3,1,2,3,4,4,1,4,3,2,5,2,5,1,2,5,2,3,1,3,2,5,2,5,5,5,4,5,4,5,5,3,1,5,3,3,2,2,2,2,2,1,1,1,3,4,3.666666667,3.75,2.985119048,2.870967742,1.888888889,2.285714286,4.777777778,3.5,-0.684058884,0.582006047,1.606824946,0.922751936,1.252732061,0.681684463,0.995486285,1.086579432,0.682405016,-1.393440478,-0.413972945,1.484118566,0.137130542,5
834,6,5,2,20,1,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,4,4,4,4,3,4,4,2,3,2,2,3,3,3,4,4,3,4,4,3,3,4,2,2,3,3,3,4,3,2,3,3,3,3,2,2,3,3,3,3,3,3,2,4,2,4,4,4,3,5,4,4,4,4,4,4,4,2,4,4,4,4,4,4,2,4,4,4,2,4,4,4,4,4,4,2,2,3,2,3.8,3.875,2.857142857,2.967741935,3.777777778,3.857142857,3.666666667,3.5,0.424302787,0.81572501,1.329169329,-0.209283944,0.697861905,-0.176733009,1.220843674,1.292475853,0.925537342,0.912118481,1.394338238,-0.486976404,0.137130542,4
835,6,5,1,20,1,3,4,2,4,4,3,4,3,3,4,4,4,4,3,3,2,3,4,3,3,1,3,2,3,3,3,1,2,1,1,3,3,4,2,1,2,3,2,2,1,1,1,3,2,3,4,2,3,2,1,2,1,2,4,2,4,3,3,4,4,5,3,1,1,3,2,1,4,2,5,2,1,5,5,2,3,4,3,5,5,3,4,2,3,2,1,1,3,1,2,4,2,1,1,1,3.466666667,2.625,2,2.129032258,2.888888889,1.714285714,3.777777778,3,0.054848897,-1.988902553,-0.892075612,-2.096010411,-1.52161872,-0.176733009,0.6574502,-0.766488357,-1.181609484,-0.172850441,-1.071540647,-0.289866907,-0.596286741,2
836,6,5,2,19,2,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,3,3,3,3,1,3,2,3,2,4,1,3,1,2,3,1,1,3,3,2,1,3,3,3,3,3,1,3,3,1,1,2,3,1,3,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,2,2,2,4,4,4,4,2,4,2,4,3.8,4,2.523809524,2.419354839,3.333333333,2.857142857,4,4,0.978483623,-0.352869808,-2.558009317,0.545406642,0.697861905,-0.605941745,1.220843674,1.498372274,-0.452212506,0.36963402,0.243594758,0.104352087,0.870547826,4
837,6,5,2,19,2,3,3,3,4,4,3,3,4,2,4,3,4,4,2,3,2,3,3,2,4,2,2,3,3,2,2,4,2,3,4,3,3,3,3,2,2,4,2,1,4,2,3,2,3,3,3,3,2,1,3,1,2,2,2,3,2,3,3,3,4,4,3,2,2,5,2,3,3,2,2,3,1,4,4,4,4,4,5,3,4,4,2,5,2,3,3,2,2,2,3,2,1,2,2,3,3.4,2.375,2.577380952,2.419354839,2.444444444,2.285714286,4,3.375,-0.684058884,0.348287083,-1.447386847,0.545406642,0.697861905,0.252475727,0.544771505,-1.178281199,-0.452212506,-0.715334902,-0.413972945,0.104352087,-0.046223778,2
838,6,5,1,19,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,4,3,2,3,2,2,2,3,3,3,3,3,3,3,3,3,2,3,3,2,3,2,3,2,3,3,4,4,3,5,4,3,5,3,4,3,3,4,4,3,5,5,5,5,5,5,5,5,5,5,5,4,3,4,3,4,4,4,3,3,1,2,3,3,3,2.967261905,3.032258065,3.666666667,3.428571429,5,4.25,1.532664458,0.582006047,-0.059108759,0.168061349,0.697861905,0.681684463,-0.131300664,-0.148799094,1.08762556,0.776497365,0.901162461,1.87833756,1.237256468,3
839,6,5,1,21,1,2,3,3,3,3,3,3,3,3,3,2,3,2,2,3,2,2,2,2,2,3,3,2,1,2,3,3,2,3,2,2,2,3,3,3,2,3,1,1,1,2,2,1,2,3,2,3,2,1,1,2,3,3,2,2,2,3,2,5,5,4,2,4,4,4,2,4,4,2,2,2,2,2,4,3,4,2,4,3,4,2,3,4,2,3,1,1,1,2,1,1,2,2,3,3,2.533333333,2.625,2.139880952,2.064516129,2.444444444,2.571428571,3.333333333,2.875,-0.314604993,-0.352869808,-1.447386847,0.545406642,-1.52161872,-2.322776687,-0.920051528,-0.766488357,-1.343697701,-0.715334902,-0.085189093,-1.078304895,-0.779641062,1
840,6,5,2,19,2,4,4,4,4,3,3,4,4,4,4,4,4,3,3,3,4,4,3,4,3,4,4,3,4,3,2,1,2,3,3,3,4,4,4,2,2,4,3,2,3,3,4,3,4,4,4,4,3,2,4,2,3,3,2,3,1,3,4,5,4,1,5,3,2,5,2,5,5,4,5,5,4,5,5,4,5,5,5,5,5,3,4,5,4,3,4,3,4,5,5,5,1,1,1,4,3.466666667,4,2.800595238,2.967741935,4,3.142857143,4.888888889,4.625,0.239575842,1.750600865,-0.059108759,-0.963974531,1.252732061,0.252475727,0.6574502,1.498372274,0.925537342,1.183360711,0.57237861,1.681228063,1.78731943,3
841,6,5,1,19,1,4,4,3,3,3,2,3,2,3,4,3,4,4,3,3,3,4,3,3,3,3,3,2,2,2,2,3,2,4,3,3,3,3,4,3,2,3,2,2,2,2,3,2,3,3,3,3,1,2,3,2,2,2,2,3,3,3,2,4,4,4,4,3,3,4,3,4,4,3,4,5,4,4,4,4,3,3,3,4,4,4,3,4,3,3,3,3,3,3,4,3,2,2,2,2,3.133333333,3.125,2.44047619,2.451612903,3.666666667,3,3.777777778,3.75,-0.684058884,0.81572501,-0.614419994,-0.209283944,0.142991749,-1.03515048,0.094056726,0.057097327,-0.371168397,0.776497365,0.407986684,-0.289866907,0.503839184,4
842,6,5,1,19,1,3,3,3,3,3,2,2,2,3,3,3,2,3,3,4,4,3,2,3,3,3,3,3,1,2,2,3,2,2,3,3,3,2,3,2,3,2,2,1,2,2,2,3,4,3,4,2,3,3,2,3,3,3,4,3,3,3,2,4,4,2,3,2,5,4,4,4,4,4,3,4,3,5,3,4,4,3,5,4,4,4,4,5,2,3,3,2,5,4,4,4,3,3,1,2,2.8,3,2.529761905,2.548387097,3.444444444,3.285714286,4,4,0.054848897,-0.119150844,-0.059108759,-0.209283944,0.142991749,-0.605941745,-0.469336749,-0.148799094,-0.128036071,0.505255135,0.736770535,0.104352087,0.870547826,4
843,6,5,1,18,2,3,4,3,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,3,2,4,2,3,3,2,4,2,3,2,3,3,2,2,2,2,3,2,4,4,2,4,3,2,4,3,3,3,2,4,2,4,3,5,5,3,5,4,4,5,4,4,4,4,3,5,5,5,5,5,5,5,5,5,5,5,3,5,4,4,3,3,3,3,3,3,2,3,3,3,3.8,3.75,2.964285714,2.870967742,3.444444444,3.857142857,5,4.5,0.239575842,1.516881901,-0.336764376,1.300097229,1.807602218,-0.605941745,1.220843674,1.086579432,0.682405016,0.505255135,1.394338238,1.87833756,1.603965109,3
844,6,5,2,19,2,2,3,2,3,3,2,2,2,2,4,2,3,3,2,1,2,2,4,2,4,1,2,2,4,3,3,2,3,1,2,3,2,4,2,2,2,3,2,1,4,2,2,3,2,2,3,2,2,1,2,2,1,3,3,3,3,3,3,4,2,1,3,1,1,3,1,2,1,4,5,2,2,5,2,5,2,3,4,3,4,3,1,4,1,1,1,2,4,2,4,2,2,1,2,2,2.666666667,1.875,2.3125,2.322580645,2.444444444,1.428571429,3.444444444,2.75,0.239575842,-1.521464626,-0.892075612,-0.963974531,-1.52161872,1.110893198,-0.694694138,-2.001866883,-0.695344832,-0.715334902,-1.400324499,-0.881195398,-0.962995383,2
845,6,5,1,18,2,2,3,3,2,3,2,3,2,4,3,2,2,3,2,2,4,4,2,3,3,3,4,2,3,2,2,3,1,1,2,2,3,2,1,3,2,2,2,1,3,2,3,3,2,3,2,1,1,1,2,2,2,2,3,3,2,3,2,2,2,1,3,5,4,2,3,2,1,4,2,4,3,2,4,3,4,3,3,2,3,2,3,4,2,4,3,2,1,2,2,2,3,3,3,3,2.333333333,3.5,2.375,2.129032258,1.888888889,3.571428571,2.888888889,2.625,-0.684058884,-1.521464626,-0.892075612,0.922751936,-0.411878407,-0.176733009,-1.258087613,0.67478659,-1.181609484,-1.393440478,1.065554387,-1.866742884,-1.146349704,1
846,6,5,1,18,2,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,3,4,4,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,1,2,2,1,1,3,3,3,2,3,3,2,3,3,2,3,3,2,2,2,3,2,3,3,4,4,3,4,3,2,4,2,5,4,3,4,4,3,4,4,4,3,3,3,5,4,4,4,4,3,3,3,3,3,4,4,5,3,2,3,3,3.933333333,3.5,2.657738095,2.612903226,3.666666667,2.714285714,3.888888889,4,0.978483623,0.348287083,-1.725042464,0.545406642,0.142991749,-0.176733009,1.446201064,0.67478659,0.034052147,0.776497365,0.079202833,-0.09275741,0.870547826,4
847,6,5,1,18,2,3,4,3,4,4,3,3,3,3,4,3,4,4,3,4,3,4,3,3,4,3,4,3,4,4,4,3,3,2,2,3,3,3,3,3,3,2,3,2,3,4,2,3,3,3,3,3,4,2,3,3,2,2,4,3,3,3,4,3,3,3,4,3,4,4,3,3,3,2,4,4,3,4,4,5,4,3,2,4,4,3,5,4,4,2,2,2,4,3,4,3,3,2,2,2,3.533333333,3.25,2.886904762,3,3.444444444,2.857142857,3.888888889,3.25,1.902118349,-0.119150844,0.218546859,-0.209283944,-0.411878407,1.110893198,0.770128895,0.262993748,1.006581451,0.505255135,0.243594758,-0.09275741,-0.229578099,5
848,6,5,2,20,1,3,3,2,4,4,4,3,4,3,2,3,3,2,2,3,4,4,3,3,2,4,4,3,2,3,4,4,3,3,3,2,2,3,4,3,2,3,3,2,4,3,3,3,4,2,2,3,3,3,2,2,2,3,2,4,2,3,4,4,2,3,4,5,5,2,4,4,4,5,3,2,2,4,4,4,3,2,5,4,4,2,1,4,2,3,4,2,2,4,2,2,2,2,3,3,3,3.375,2.827380952,2.838709677,2.555555556,4,3.777777778,2.75,0.978483623,0.582006047,0.496202476,0.922751936,-0.411878407,-0.605941745,-0.131300664,0.468890169,0.601360907,-0.579713787,1.558730164,-0.289866907,-0.962995383,1
