ID,大学,調査時期,学年,年齢,性別,居場所1,居場所2,居場所3,居場所4,居場所5,居場所6,居場所7,居場所8,居場所9,居場所10,居場所11,居場所12,居場所13,居場所14,居場所15,居場所16,居場所17,居場所18,居場所19,居場所20,居場所21,居場所22,居場所23,SS1,SS2,SS3,SS4,SS5,SS6,SS7,SS8,SS9,SS10,SS11,SS12,SS13,SS14,SS15,SS16,SS17,SS18,SS19,SS20,SS21,SS22,SS23,SS24,SS25,SS26,SS27,SS28,SS29,SS30,SS31,SS32,SS33,SS34,SS35,友人1,友人2,友人3,友人4,友人5,友人6,友人7,友人8,友人9,友人10,友人11,友人12,友人13,友人14,友人15,友人16,友人17,友人18,友人19,友人20,友人21,友人22,友人23,友人24,友人25,友人26,友人27,友人28,友人29,友人30,友人31,友人32,友人33,SS14R,SS10R,SS23R,SS33R,社会的居場所,個人的居場所,ソーシャルスキル,感情統制を除くソーシャルスキル,傷つけられ回避,距離確保,礼儀,傷つけ回避,Z関係開始,Z解読,Z主張性,Z感情統制,Z関係維持,Z記号化,Z社会的居場所,Z個人的居場所,Zソーシャルスキル5下位尺度版,Z傷つけられ回避,Z距離確保,Z礼儀,Z傷つけ回避,友人との付き合い方
218,4,4,2,20,1,3,2,3,3,2,2,2,2,3,2,2,3,4,3,2,3,3,3,4,3,4,3,2,2,1,1,4,2,3,2,3,4,3,3,2,1,4,2,2,2,1,3,2,3,4,2,2,1,2,2,1,2,2,2,2,2,3,2,4,5,2,4,2,4,4,3,5,4,4,3,5,5,5,5,4,4,5,3,4,4,5,2,5,4,4,4,4,5,2,4,5,1,2,3,3,2.533333333,3.125,2.330357143,2.096774194,3.777777778,3.571428571,4.111111111,4.5,-1.60769361,-0.119150844,-1.169731229,0.922751936,0.142991749,-1.03515048,-0.920051528,0.057097327,-1.262653593,0.912118481,1.065554387,0.301461584,1.603965109,4
219,4,4,2,20,1,3,4,4,4,3,4,3,4,4,4,3,4,4,4,4,3,4,4,3,3,4,4,3,3,3,2,3,2,2,3,3,4,3,2,3,3,3,4,3,3,2,1,2,3,3,2,3,2,3,3,2,2,3,3,3,2,2,3,3,3,4,3,2,2,4,2,2,2,2,3,4,3,4,5,4,3,4,4,3,5,2,3,3,1,2,2,2,3,2,3,2,2,2,3,3,3.666666667,3.625,2.75,2.64516129,2.777777778,1.857142857,3.888888889,2.875,-0.129878048,-0.820307735,1.051513711,0.545406642,0.697861905,0.252475727,0.995486285,0.880683011,0.115096255,-0.308471556,-0.907148722,-0.09275741,-0.779641062,2
220,4,4,2,20,1,2,3,4,3,2,2,2,2,3,2,2,2,2,2,3,3,2,2,3,3,2,3,2,4,4,4,2,2,1,2,2,2,4,2,2,3,4,2,2,3,3,2,2,2,2,4,2,3,2,2,2,2,3,3,2,4,4,4,4,2,2,2,2,2,3,2,2,2,2,2,2,2,4,5,4,4,1,2,3,4,1,1,3,1,2,4,1,1,4,3,3,1,1,1,1,2.266666667,2.75,2.255952381,2.451612903,1.777777778,2.142857143,3.444444444,2.5,0.793756678,-1.054026699,-0.336764376,-1.718665117,-2.076488876,0.252475727,-1.370766308,-0.560591936,-0.371168397,-1.529061593,-0.57836487,-0.881195398,-1.329704024,2
221,4,4,2,21,1,3,4,3,4,3,3,3,3,3,4,4,4,4,3,4,3,4,4,4,4,4,4,4,2,2,2,3,2,3,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,3,2,3,3,4,4,4,4,3,3,3,2,2,2,2,3,4,2,4,4,4,4,4,4,4,4,4,2,4,2,4,4,2,3,4,4,3,2,2,3,3,3.666666667,3.5,2.425595238,2.322580645,2.666666667,2.857142857,3.888888889,3.875,-0.499331939,-0.586588772,-0.059108759,0.545406642,-0.411878407,-1.03515048,0.995486285,0.67478659,-0.695344832,-0.444092671,0.243594758,-0.09275741,0.687193505,1
222,4,4,2,19,1,2,4,3,4,3,3,3,3,4,4,4,4,4,3,4,3,3,3,3,3,3,3,2,2,3,3,3,3,1,2,3,3,4,1,2,2,3,3,3,3,3,2,2,2,3,1,1,3,1,1,1,2,2,1,3,4,3,1,5,4,5,5,1,1,5,1,1,3,1,5,5,5,5,5,5,5,2,5,5,5,4,4,5,1,3,3,5,5,3,3,5,2,1,4,1,3.333333333,3.125,2.232142857,2.161290323,4,1.571428571,5,4.125,0.054848897,-1.988902553,-0.614419994,-0.209283944,-0.411878407,-1.03515048,0.43209281,0.057097327,-1.100565375,1.183360711,-1.235932573,1.87833756,1.053902147,4
223,4,4,2,20,2,3,2,2,3,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,4,2,2,2,2,2,3,4,3,3,2,2,3,2,3,2,2,2,1,1,3,1,3,2,1,2,2,2,3,2,2,4,4,4,3,2,1,2,2,2,2,5,4,3,4,4,1,3,5,3,5,1,1,4,4,2,4,4,4,3,3,3,4,2,3,5,3,1,2,3,2.666666667,2.625,2.276785714,2.35483871,3.333333333,2.714285714,3.111111111,3.125,0.793756678,-1.287745662,-0.336764376,-0.586629237,-2.076488876,-0.605941745,-0.694694138,-0.766488357,-0.614300723,0.36963402,0.079202833,-1.47252389,-0.41293242,1
224,4,4,2,20,2,3,3,3,3,4,4,2,4,4,3,3,3,4,3,3,4,4,3,4,4,4,4,3,4,3,2,4,2,2,4,3,3,3,1,4,3,4,3,2,4,3,3,2,3,3,2,2,3,1,2,2,1,3,1,3,2,4,4,3,3,1,2,1,1,5,2,1,3,5,1,3,1,3,5,3,3,4,2,3,4,1,1,3,1,2,2,1,1,5,3,1,1,2,3,3,3.333333333,3.625,2.761904762,2.612903226,1.444444444,2,3.333333333,2.875,0.239575842,-0.820307735,0.218546859,0.922751936,0.697861905,0.252475727,0.43209281,0.880683011,0.034052147,-1.935924939,-0.742756796,-1.078304895,-0.779641062,2
225,4,4,3,22,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,2,2,2,3,3,4,3,2,2,3,3,3,3,2,2,3,2,2,3,2,2,3,2,2,2,3,3,2,3,3,2,4,4,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,2,2,3,3,2.348214286,2.387096774,3.888888889,4,3.777777778,4,-0.314604993,-0.820307735,0.496202476,-0.586629237,-1.52161872,-0.176733009,-0.131300664,-0.148799094,-0.533256614,1.047739596,1.558730164,-0.289866907,0.870547826,4
226,4,4,1,18,1,1,2,2,3,1,1,2,1,3,2,1,2,1,1,2,2,2,2,2,2,3,3,1,3,1,1,2,1,1,1,2,3,4,1,2,2,4,3,2,2,1,2,3,2,3,3,2,1,2,1,1,1,3,2,2,4,3,2,4,2,4,2,4,2,2,3,5,3,2,2,4,4,4,4,4,3,2,2,4,3,4,3,4,4,3,2,3,5,3,5,3,1,1,2,1,1.533333333,2.375,1.863095238,1.838709677,3.777777778,2.857142857,3.111111111,3.25,-1.792420555,-1.988902553,-0.059108759,-1.341319824,-1.52161872,-1.03515048,-2.610231951,-1.178281199,-1.911006462,0.912118481,0.243594758,-1.47252389,-0.229578099,1
227,4,4,1,19,1,3,3,2,2,2,1,2,1,3,3,3,1,3,3,2,2,3,3,3,3,2,3,2,3,2,2,2,3,3,2,4,4,3,3,3,2,3,2,2,3,2,3,3,3,3,3,3,2,2,3,2,3,3,3,2,3,3,2,4,4,4,4,2,2,4,2,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,3,3,2,3,2,4,2,2,2,2,2.333333333,2.5,2.592261905,2.64516129,3.444444444,2.428571429,4,3.875,-0.314604993,0.582006047,-0.059108759,-0.586629237,-0.411878407,0.681684463,-1.258087613,-0.972384778,0.115096255,0.505255135,-0.249581019,0.104352087,0.687193505,4
228,4,4,1,18,2,4,3,3,3,2,2,3,1,3,3,3,2,4,4,2,3,3,3,4,3,3,3,2,3,2,3,3,2,2,2,4,4,4,2,3,1,3,3,2,3,3,3,3,3,4,2,3,2,1,2,2,2,3,3,4,4,4,2,4,4,3,5,1,1,5,1,5,3,3,5,5,5,5,5,5,4,4,4,5,4,4,2,5,4,3,3,4,5,3,5,3,2,1,3,1,2.733333333,3.125,2.651785714,2.64516129,4.111111111,2.285714286,4.666666667,4,-0.129878048,-0.119150844,-0.336764376,-0.586629237,1.252732061,0.681684463,-0.582015443,0.057097327,0.115096255,1.318981826,-0.413972945,1.287009069,0.870547826,4
229,4,4,1,19,1,3,3,3,3,3,3,2,3,3,3,3,2,4,3,4,3,2,2,2,2,2,3,2,2,3,3,3,3,3,3,3,2,3,3,2,3,2,3,3,3,3,4,3,3,3,2,3,3,2,2,2,3,3,2,3,2,3,3,2,2,1,4,2,2,2,2,4,3,3,3,4,4,4,4,4,2,2,4,4,3,3,2,4,2,4,4,2,4,2,3,2,3,2,3,3,2.866666667,2.5,2.764880952,2.806451613,2.888888889,2.714285714,3.444444444,2.625,0.793756678,0.582006047,0.496202476,0.545406642,-0.411878407,-0.605941745,-0.356658054,-0.972384778,0.520316799,-0.172850441,0.079202833,-0.881195398,-1.146349704,2
230,4,4,1,19,2,2,2,4,2,2,2,4,2,3,2,2,3,2,2,2,3,4,2,3,3,4,4,2,3,1,1,4,1,1,2,2,4,2,2,3,3,4,3,3,1,1,3,2,1,3,2,2,1,3,1,1,2,2,2,3,3,2,2,4,4,1,3,5,4,4,5,2,2,4,1,4,3,4,5,2,4,3,4,2,4,5,1,4,3,4,4,2,2,3,4,2,1,3,3,2,2.133333333,3.625,2.264880952,2,2,4.142857143,3.555555556,3.625,-1.792420555,-1.75518359,0.496202476,0.922751936,0.142991749,-1.464359216,-1.596123697,0.880683011,-1.505785919,-1.257819363,1.72312209,-0.684085901,0.320484863,1
231,4,4,1,19,1,4,4,2,3,2,2,2,3,1,4,4,4,4,3,4,4,1,3,1,3,3,2,3,4,3,4,1,3,2,2,3,3,4,2,3,2,3,3,2,3,3,2,3,1,2,4,1,3,2,2,3,1,2,3,2,4,3,4,4,2,1,2,2,2,3,2,4,3,3,3,4,2,4,5,2,2,1,4,3,3,3,2,4,2,2,2,2,2,3,3,2,2,1,1,1,3.333333333,2,2.300595238,2.516129032,2.444444444,2.142857143,3.111111111,2.875,1.163210568,-1.75518359,-0.059108759,-2.096010411,-1.52161872,0.681684463,0.43209281,-1.795970462,-0.20908018,-0.715334902,-0.57836487,-1.47252389,-0.779641062,1
232,4,4,1,19,1,2,2,3,3,3,2,3,2,3,3,2,2,2,2,2,3,3,2,3,2,3,3,2,2,2,2,3,3,3,2,3,4,4,2,3,2,3,3,2,2,2,3,3,2,3,3,2,2,3,3,2,3,3,3,3,2,3,2,4,3,2,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,2,4,4,4,3,2,1,2,3,2.2,3,2.535714286,2.548387097,3.555555556,3.428571429,4,3.75,-0.314604993,-0.119150844,0.496202476,-0.209283944,0.142991749,-0.605941745,-1.483445002,-0.148799094,-0.128036071,0.64087625,0.901162461,0.104352087,0.503839184,4
233,4,4,1,19,1,4,3,3,3,4,3,3,3,3,4,4,3,4,4,4,3,3,4,3,3,2,3,3,4,3,3,3,2,1,2,3,4,3,2,1,2,3,2,1,4,3,3,2,2,3,2,2,3,2,2,3,2,2,2,2,2,3,3,5,3,2,3,4,2,3,2,3,2,3,4,4,2,4,4,4,4,3,3,4,4,3,2,4,2,3,2,2,2,4,4,2,2,2,3,3,3.533333333,2.875,2.556547619,2.419354839,2.555555556,2.571428571,3.666666667,3.5,0.609029732,-1.054026699,-1.447386847,0.545406642,-0.411878407,0.681684463,0.770128895,-0.354695515,-0.452212506,-0.579713787,-0.085189093,-0.486976404,0.137130542,1
234,4,4,1,19,1,4,3,3,4,4,3,3,3,4,4,4,4,4,3,4,3,3,3,4,4,3,4,3,2,2,1,4,2,3,3,3,4,2,3,3,2,4,2,2,2,2,3,3,3,4,3,4,1,2,4,2,3,2,2,4,2,4,3,2,4,2,3,2,2,5,2,4,3,1,5,4,3,5,5,4,4,3,4,4,5,3,1,4,3,2,2,2,4,3,3,4,1,3,2,3,3.6,3.375,2.735119048,2.612903226,3,2,4.333333333,3.375,-0.868785829,1.283162938,-0.336764376,0.922751936,1.807602218,-1.03515048,0.88280759,0.468890169,0.034052147,-0.037229326,-0.742756796,0.695680578,-0.046223778,1
235,4,4,1,19,2,1,3,4,3,1,1,1,1,2,2,1,1,1,1,3,3,2,1,2,3,2,2,1,3,2,2,3,2,1,1,3,2,4,1,2,3,4,2,3,1,2,3,3,3,3,2,3,1,2,3,2,1,2,1,2,2,3,2,2,2,1,3,2,1,5,2,5,5,4,2,4,2,4,5,5,4,3,2,3,4,2,1,5,4,3,2,1,4,4,1,1,1,1,3,3,1.6,2.25,2.154761905,2.096774194,2.444444444,2.571428571,3.888888889,2.875,-0.868785829,-0.820307735,-0.059108759,0.168061349,-2.076488876,-1.464359216,-2.497553256,-1.38417762,-1.262653593,-0.715334902,-0.085189093,-0.09275741,-0.779641062,2
236,4,4,1,18,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,3,1,3,4,4,3,1,2,2,2,3,2,3,4,4,4,2,2,4,2,4,2,2,4,2,2,4,2,3,2,3,4,2,2,2,2,2,2,2,5,2,1,4,4,4,4,4,2,2,2,2,3,3,2,4,4,2,2,2,2,5,2,3,2,3,2,1,2,4,4,2.654761905,2.741935484,3.444444444,1.857142857,2.666666667,2.75,1.347937513,-1.287745662,-0.059108759,-0.963974531,-0.411878407,1.540101934,1.558879759,1.498372274,0.358228581,0.505255135,-0.907148722,-2.260961878,-0.962995383,1
237,4,4,1,19,2,4,4,4,3,4,2,4,2,4,4,3,2,4,3,3,4,4,3,4,2,4,4,4,4,4,4,1,4,4,4,4,4,4,2,4,4,2,4,2,4,4,4,4,4,4,4,2,4,1,4,4,1,1,4,2,4,4,4,5,5,2,5,2,2,4,2,5,2,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,2,5,5,5,5,2,3,1,1,1,3.133333333,4,3.05952381,3.419354839,4.222222222,2.428571429,4.888888889,4.625,2.271572239,0.81572501,0.773858094,-2.096010411,1.252732061,1.96931067,0.094056726,1.498372274,2.060154864,1.454602942,-0.249581019,1.681228063,1.78731943,3
238,4,4,1,18,2,4,2,4,2,2,3,4,3,4,2,4,4,4,4,2,2,4,4,3,4,3,4,3,4,2,4,2,4,3,3,4,4,4,3,3,2,2,3,2,2,2,2,3,3,2,3,2,2,2,2,3,2,3,3,3,2,2,2,2,2,2,1,1,1,4,1,1,1,1,1,4,1,3,4,4,3,4,3,4,4,2,1,3,4,2,1,1,1,3,4,2,3,1,2,3,3.133333333,3.5,2.657738095,2.709677419,1.444444444,1.571428571,3.333333333,2.75,0.609029732,-0.586588772,0.218546859,-0.586629237,0.142991749,0.681684463,0.094056726,0.67478659,0.277184473,-1.935924939,-1.235932573,-1.078304895,-0.962995383,2
239,4,4,1,19,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,1,2,3,1,2,3,4,1,3,2,3,4,4,1,2,2,4,1,4,3,1,2,3,1,2,1,1,4,2,4,3,2,3,3,4,1,1,1,4,1,1,1,1,2,4,1,2,4,4,4,4,1,3,4,2,1,4,1,1,1,1,1,3,3,2,2,1,2,1,4,4,2.208333333,2.322580645,1.666666667,1,3,3.125,-0.314604993,-1.988902553,1.051513711,-1.718665117,-0.966748564,-0.176733009,1.558879759,1.498372274,-0.695344832,-1.664682708,-1.893500276,-1.669633387,-0.41293242,2
240,4,4,1,19,1,2,2,2,2,2,2,3,2,3,3,1,2,3,2,3,2,3,2,3,4,3,2,3,2,1,1,2,1,3,2,2,3,2,2,2,2,4,2,2,2,1,3,2,2,1,2,3,1,2,3,1,2,2,2,3,2,2,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,2,2,4,5,2,2,4,2,2,2,4,4,3,2,1,3,3,3,2.333333333,2.625,2.104166667,1.935483871,2.333333333,2.285714286,2.666666667,3,-1.792420555,-0.352869808,-0.892075612,0.545406642,-1.52161872,-1.464359216,-1.258087613,-0.766488357,-1.667874136,-0.850956017,-0.413972945,-2.260961878,-0.596286741,1
241,4,4,1,20,1,4,4,3,3,3,4,3,4,4,4,4,4,4,3,4,4,3,3,4,4,4,4,3,4,2,1,1,1,3,3,4,4,4,3,4,1,4,3,2,2,1,4,4,4,4,2,3,1,2,1,2,1,2,3,3,2,1,3,5,5,1,5,3,3,5,1,1,1,1,4,4,2,3,4,5,5,3,3,4,4,3,4,4,2,2,1,3,3,1,1,1,1,1,3,3,3.666666667,3.625,2.553571429,2.483870968,2.222222222,1.857142857,4.222222222,3.25,-1.238239719,-0.352869808,0.218546859,-0.586629237,1.252732061,0.681684463,0.995486285,0.880683011,-0.290124288,-0.986577132,-0.907148722,0.498571081,-0.229578099,5
242,4,4,1,20,1,3,2,4,3,3,3,4,3,4,4,3,4,4,3,3,3,3,3,4,4,3,4,3,2,2,2,3,3,2,2,3,4,3,3,3,2,3,3,3,4,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,2,2,4,2,2,2,4,2,3,3,4,2,5,4,4,5,4,4,4,4,4,4,3,3,4,2,3,3,2,4,3,4,2,2,2,2,2,3.2,3.625,2.705357143,2.774193548,3.222222222,2.571428571,3.888888889,3.125,0.239575842,0.348287083,0.773858094,-0.209283944,-0.411878407,0.252475727,0.206735421,0.880683011,0.43927269,0.234012905,-0.085189093,-0.09275741,-0.41293242,5
243,4,4,1,20,1,3,3,3,4,2,2,1,2,2,1,2,3,1,2,2,3,4,3,4,4,2,4,3,3,1,2,4,1,3,1,3,4,4,3,2,2,3,3,2,3,1,3,3,3,4,4,2,1,3,3,1,1,3,2,1,4,3,1,4,2,1,3,1,2,3,2,5,3,1,5,2,4,5,2,3,4,3,4,5,4,3,4,4,1,2,2,4,5,5,5,2,2,1,1,1,2.466666667,2.875,2.241071429,2.258064516,4,1.571428571,3.666666667,3.125,-1.60769361,-0.119150844,0.218546859,-0.963974531,-0.966748564,-0.176733009,-1.032730223,-0.354695515,-0.857433049,1.183360711,-1.235932573,-0.486976404,-0.41293242,1
244,4,4,1,20,1,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,3,4,3,4,4,4,4,4,3,2,2,3,2,3,3,3,4,4,2,4,3,4,3,3,3,3,3,3,3,3,4,2,3,3,3,2,2,1,3,3,2,4,4,2,3,1,4,2,2,4,2,5,3,4,4,4,3,4,4,5,3,5,2,4,4,5,4,5,3,3,4,3,4,5,5,1,1,1,1,3,3.8,3.875,2.705357143,2.774193548,3.555555556,2.857142857,3.777777778,3.75,0.054848897,0.114568119,0.773858094,-0.586629237,0.697861905,0.252475727,1.220843674,1.292475853,0.43927269,0.64087625,0.243594758,-0.289866907,0.503839184,4
245,4,4,1,18,1,4,3,4,2,2,3,1,2,4,4,3,3,4,2,3,4,3,2,2,2,4,3,2,4,4,4,4,4,4,3,4,4,2,4,2,2,2,2,2,4,3,4,3,4,4,2,3,3,2,3,1,2,3,2,4,1,2,4,3,2,2,4,2,1,5,2,4,2,4,3,4,2,3,3,4,3,1,1,4,5,2,2,4,1,2,2,2,4,1,3,2,3,3,3,4,2.733333333,3.125,3.255952381,3.129032258,2.666666667,2,3.555555556,2.375,1.347937513,1.049443974,-0.336764376,1.677442522,1.807602218,1.110893198,-0.582015443,0.057097327,1.330757886,-0.444092671,-0.742756796,-0.684085901,-1.513058345,2
246,4,4,1,18,1,3,3,4,3,2,2,3,2,2,3,3,3,4,2,4,2,3,2,2,2,3,2,4,2,1,1,3,2,1,2,2,4,3,2,2,2,3,3,2,2,2,2,3,2,3,2,2,1,2,2,2,1,2,3,3,2,3,2,4,3,4,4,2,3,4,3,4,4,4,5,5,4,4,4,4,5,5,3,4,4,4,3,5,1,4,4,4,4,3,4,2,2,2,3,3,2.8,2.625,2.297619048,2.096774194,4,3,4,3.875,-1.053512774,-1.521464626,-0.336764376,0.545406642,0.142991749,-1.03515048,-0.469336749,-0.766488357,-1.262653593,1.183360711,0.407986684,0.104352087,0.687193505,4
247,4,4,1,18,1,3,4,2,4,3,3,4,3,4,3,3,3,3,2,3,3,4,2,3,3,2,3,3,2,3,3,2,3,3,2,4,4,4,4,4,3,2,3,3,4,3,3,3,3,4,4,3,2,3,3,3,1,3,3,3,2,4,3,4,4,3,3,1,2,4,2,3,2,2,4,5,3,5,5,4,3,4,4,5,5,4,2,5,1,3,2,2,1,4,3,1,3,1,1,3,3,3.125,2.87797619,3.064516129,2.555555556,1.857142857,4.222222222,3.875,0.793756678,0.582006047,1.329169329,-0.963974531,0.697861905,0.681684463,-0.131300664,0.057097327,1.168669668,-0.579713787,-0.907148722,0.498571081,0.687193505,5
248,4,4,1,18,2,2,2,3,2,1,1,2,2,3,3,1,1,1,2,1,2,3,2,3,3,1,1,1,3,4,4,2,2,2,1,4,2,2,1,4,1,2,3,2,2,4,1,4,1,2,2,1,4,2,1,3,1,2,4,2,4,1,4,2,3,1,1,2,4,2,2,2,4,1,4,4,2,4,5,3,2,2,5,5,3,2,5,5,5,5,5,4,5,2,2,2,3,3,3,1,1.666666667,2.25,2.407738095,2.419354839,3.222222222,3.428571429,3.333333333,2.75,1.717391404,-2.923778408,0.218546859,-0.209283944,-2.631359032,0.681684463,-2.384874561,-1.38417762,-0.452212506,0.234012905,0.901162461,-1.078304895,-0.962995383,1
249,4,4,1,18,1,3,3,3,4,3,2,4,3,3,2,3,3,2,2,3,4,3,3,3,3,4,3,3,3,3,3,3,2,2,2,3,3,4,3,4,3,3,3,3,3,2,3,3,3,4,3,3,3,3,3,2,2,3,3,4,3,3,4,4,4,4,4,4,4,3,4,4,4,4,3,4,3,4,4,4,4,5,4,4,5,5,3,5,4,5,3,4,3,4,4,2,2,1,2,2,2.8,3.375,2.794642857,2.903225806,3.555555556,4,4,4.125,0.424302787,0.114568119,1.329169329,-0.586629237,0.697861905,0.252475727,-0.469336749,0.468890169,0.763449125,0.64087625,1.558730164,0.104352087,1.053902147,4
250,4,4,1,19,1,3,3,3,3,2,2,3,2,3,3,3,2,3,3,2,2,3,2,3,2,2,3,2,2,2,2,3,3,2,2,3,3,2,3,3,2,3,3,3,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,4,3,4,3,3,2,3,2,4,3,2,3,4,3,4,5,4,3,3,3,4,4,3,3,4,2,3,2,2,3,4,3,3,2,3,3,2,2.466666667,2.75,2.369047619,2.290322581,3.111111111,2.285714286,3.666666667,3.5,-0.314604993,-1.054026699,0.496202476,0.545406642,-1.52161872,-1.03515048,-1.032730223,-0.560591936,-0.77638894,0.098391789,-0.413972945,-0.486976404,0.137130542,1
801,6,5,1,18,1,3,4,3,3,2,2,3,3,3,4,4,4,4,4,3,3,4,3,3,3,4,4,3,3,3,2,3,2,2,2,3,3,3,4,4,2,3,3,2,1,2,2,4,3,2,3,2,3,2,2,3,1,3,2,4,2,4,3,2,2,3,3,3,3,5,3,5,3,4,4,3,4,4,5,4,3,5,4,3,4,4,3,5,2,4,3,4,4,5,4,2,2,2,2,3,3.266666667,3.375,2.55952381,2.580645161,3.777777778,3.142857143,3.888888889,3.5,0.239575842,-0.352869808,0.773858094,0.168061349,-0.411878407,-1.03515048,0.319414115,0.468890169,-0.046991962,0.912118481,0.57237861,-0.09275741,0.137130542,4
802,6,5,1,20,2,3,3,2,3,3,2,2,3,4,3,2,3,3,3,3,2,3,3,3,3,2,3,3,3,2,2,4,2,3,3,4,4,2,3,2,3,3,3,2,3,2,4,4,3,4,1,3,2,2,3,2,3,3,3,3,1,3,2,2,2,1,2,1,1,5,1,2,2,3,4,5,2,4,5,5,3,2,4,4,5,2,1,5,2,1,1,1,1,2,2,1,2,3,4,4,2.866666667,2.625,3.056547619,2.806451613,1.777777778,1.428571429,4.111111111,2.625,-0.499331939,0.81572501,0.496202476,2.054787815,1.252732061,0.681684463,-0.356658054,-0.766488357,0.520316799,-1.529061593,-1.400324499,0.301461584,-1.146349704,2
803,6,5,3,20,1,2,2,3,2,2,2,3,2,3,2,3,2,3,2,2,2,3,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,2,3,2,3,3,2,3,2,3,2,3,3,3,2,3,3,3,3,3,2,4,4,2,4,5,4,4,4,5,4,4,3,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,3,2,2.133333333,2.5,2.788690476,2.741935484,3.888888889,4.142857143,4,4,0.239575842,-0.119150844,0.773858094,0.545406642,0.142991749,0.252475727,-1.596123697,-0.972384778,0.358228581,1.047739596,1.72312209,0.104352087,0.870547826,4
804,6,5,2,20,2,3,3,3,3,2,2,2,3,3,3,3,3,3,2,2,2,3,2,2,3,3,3,2,3,2,2,3,1,3,3,4,3,2,1,2,3,4,2,2,2,2,3,2,3,3,2,2,2,1,3,1,3,3,3,4,2,3,2,4,4,2,4,4,4,3,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,2,3,4,4,3,1,3,3,3,2.6,2.625,2.607142857,2.387096774,3.333333333,3.857142857,3.888888889,3.875,-1.053512774,-0.119150844,-0.614419994,0.922751936,0.697861905,0.252475727,-0.807372833,-0.766488357,-0.533256614,0.36963402,1.394338238,-0.09275741,0.687193505,1
805,6,5,2,19,2,4,4,4,4,4,3,3,3,4,4,3,4,3,4,4,3,3,4,3,4,3,3,4,3,3,3,2,3,2,2,3,3,4,4,3,2,3,3,3,3,3,3,4,3,3,4,3,2,2,3,3,2,2,3,3,3,3,2,2,2,2,3,2,1,3,2,3,3,5,3,3,4,4,4,4,3,2,4,4,4,2,2,3,2,2,2,2,2,2,2,2,2,1,1,2,3.733333333,3.25,2.577380952,2.774193548,2.555555556,2.285714286,3.666666667,2.25,0.424302787,0.348287083,0.496202476,-1.341319824,-0.411878407,0.252475727,1.108164979,0.262993748,0.43927269,-0.579713787,-0.413972945,-0.486976404,-1.696412666,2
807,6,5,3,20,2,3,2,3,2,2,2,2,2,3,3,3,2,3,4,2,1,3,2,3,3,3,3,4,3,1,1,2,2,4,3,3,4,3,3,2,2,4,3,3,4,2,3,3,4,4,3,4,1,2,4,1,2,3,3,3,4,4,2,4,3,4,4,5,3,3,5,5,5,5,4,5,5,5,5,5,5,4,4,5,5,4,3,5,4,5,5,5,4,5,5,4,1,2,2,1,2.6,2.625,2.657738095,2.709677419,4.444444444,4.571428571,4.555555556,4.25,-1.422966665,1.516881901,0.218546859,-0.963974531,1.252732061,0.681684463,-0.807372833,-0.766488357,0.277184473,1.725845172,2.216297867,1.089899572,1.237256468,3
808,6,5,1,18,2,4,4,3,3,3,3,4,4,3,3,3,4,3,3,4,2,4,4,4,3,4,4,3,4,4,4,2,2,3,3,4,4,4,2,2,4,1,3,3,4,4,4,4,4,4,4,4,4,3,4,3,1,2,4,3,2,3,4,4,2,2,2,2,3,4,3,4,2,2,2,2,4,5,4,5,5,4,5,5,5,2,1,5,1,2,2,2,2,1,4,1,4,1,1,3,3.4,3.5,3.166666667,3.387096774,2.555555556,2.142857143,4.444444444,2.625,1.902118349,0.81572501,1.051513711,-0.963974531,1.252732061,1.96931067,0.544771505,0.67478659,1.979110755,-0.579713787,-0.57836487,0.892790075,-1.146349704,5
