duration,GCB_1,GCB_2,GCB_3,GCB_4,GCB_5,GCB_6,GCB_7,GCB_8,GCB_9,GCB_10,GCB_11,GCB_12,GCB_13,GCB_14,GCB_15,BCTI_1,BCTI_2,BCTI_3,BCTI_4,BCTI_5,BCTI_6,BCTI_7,BCTI_8,BCTI_9,BCTI_10,BCTI_11,BCTI_12,BCTI_13,BCTI_14,BCTI_15,SIC,gender,age,edu_lv,employment,f.Gender,rndSel
489,4,4,1,5,5,2,2,1,4,5,1,2,4,1,5,1,1,6,4,8,1,3,2,6,6,6,7,7,8,3,6,1,31,6,1,Men,1
438,2,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,1,3,1,3,1,1,1,3,1,3,3,2,1,1,2,1,56,4,3,Men,1
1134,1,2,3,1,2,1,1,2,1,2,3,1,1,2,2,1,5,5,4,5,1,7,1,7,5,7,5,1,6,4,8,2,54,1,6,Women,1
529,4,3,4,4,4,3,4,4,4,4,2,4,4,4,4,5,6,5,5,6,5,6,5,5,8,8,5,5,4,5,7,2,37,4,2,Women,1
366,3,3,3,3,3,2,3,3,3,4,2,3,2,4,4,5,5,6,3,4,3,4,5,5,2,5,4,6,6,5,5,1,49,1,3,Men,1
341,2,3,1,4,2,2,4,2,5,4,2,4,3,2,4,3,3,5,5,6,3,5,6,6,3,6,4,2,6,4,4,2,27,3,1,Women,1
1120,2,4,5,2,4,2,3,5,5,4,4,4,3,4,5,6,7,7,4,5,5,8,3,7,8,8,5,2,8,4,8,2,38,1,6,Women,1
701,1,4,4,4,4,3,2,5,3,2,4,2,4,4,4,5,6,4,3,5,9,8,3,9,5,7,6,3,4,7,8,1,51,1,6,Men,1
290,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,5,5,1,1,1,1,1,5,1,5,1,5,5,5,5,2,30,4,6,Women,1
1094,3,3,1,2,2,1,1,1,5,2,2,2,1,1,4,1,2,9,2,4,1,2,3,3,2,2,5,1,2,2,7,2,50,4,6,Women,1
1247,2,3,4,3,2,2,2,4,3,4,1,2,1,2,4,1,3,5,3,5,3,2,5,7,5,3,6,4,7,2,6,2,57,1,6,Women,1
922,3,4,1,2,2,3,2,3,3,2,3,3,3,3,4,4,2,6,4,5,2,3,2,5,2,5,5,3,5,3,2,1,42,4,3,Men,1
720,2,2,1,4,2,2,5,1,4,2,3,2,2,2,4,2,2,6,1,5,2,1,1,7,5,8,5,2,2,5,8,2,42,6,2,Women,1
563,1,2,1,4,1,1,2,1,4,3,1,3,3,1,4,2,5,5,2,6,5,2,2,7,3,8,4,2,2,1,6,2,26,4,6,Women,1
1042,2,4,1,2,2,1,3,1,5,4,4,4,2,2,4,5,6,5,2,6,1,1,1,8,5,7,5,2,4,5,8,2,39,3,6,Women,1
620,1,2,2,2,3,1,2,3,4,4,2,2,3,2,1,2,2,7,2,3,2,2,2,5,3,4,4,5,5,3,5,1,40,1,1,Men,1
524,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,9,9,5,5,5,9,9,9,9,9,7,5,5,9,5,9,2,34,4,4,Women,1
549,3,3,2,2,2,3,2,2,4,4,3,2,4,1,4,4,5,5,1,5,1,2,2,4,2,6,4,3,2,4,8,2,24,4,6,Women,1
345,4,1,2,1,1,1,1,2,4,2,3,1,1,1,2,1,1,7,1,4,1,1,1,5,1,1,5,3,2,1,5,1,34,4,2,Men,1
1384,2,4,3,2,1,2,4,2,4,3,1,2,3,2,2,5,7,5,1,6,1,5,5,9,5,1,5,4,4,1,5,2,40,4,2,Women,1
534,5,5,4,5,5,4,3,5,5,3,4,5,4,3,5,5,6,5,7,6,6,5,7,5,6,7,5,5,7,6,5,2,27,4,1,Women,1
585,1,2,4,1,2,1,1,4,5,4,2,1,2,4,4,1,6,4,2,6,1,8,2,7,8,6,5,3,7,6,4,1,38,4,1,Men,1
397,5,4,5,5,4,2,3,4,4,4,3,4,2,4,4,6,7,1,1,6,1,3,6,7,4,7,6,2,6,2,8,1,22,1,1,Men,1
1364,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,3,3,3,4,2,3,3,3,3,3,3,4,4,4,5,1,25,4,1,Men,1
1609,4,5,1,2,5,1,4,1,5,5,5,4,5,5,5,6,5,5,5,6,8,2,8,9,3,7,6,7,4,3,9,1,18,1,5,Men,1
874,2,2,2,2,3,3,2,3,4,4,3,2,3,3,3,2,3,6,3,3,5,3,2,6,5,3,5,5,7,5,6,2,23,4,1,Women,1
1878,1,3,1,1,1,1,1,2,2,1,2,4,1,1,1,1,2,7,1,1,1,1,1,5,1,1,1,2,1,1,2,1,59,4,7,Men,1
767,1,1,3,2,1,1,1,1,3,2,1,2,3,1,2,1,1,3,1,3,1,6,1,5,4,3,3,1,2,5,5,2,40,4,6,Women,1
660,3,4,1,2,4,2,4,3,4,2,5,4,2,4,5,4,5,8,1,6,1,1,1,8,5,7,6,6,8,2,9,2,50,3,6,Women,1
664,2,4,2,3,2,2,3,2,3,4,2,3,2,2,4,4,6,4,4,5,1,2,3,5,3,4,5,3,6,4,7,2,40,4,3,Women,1
960,3,2,2,2,4,2,3,1,4,2,4,3,1,4,5,6,5,5,5,5,6,3,5,7,4,6,5,4,3,6,6,2,26,1,1,Women,1
940,1,3,2,1,1,2,2,2,2,3,4,1,2,1,4,2,3,5,5,5,2,2,3,5,3,6,5,5,2,3,7,2,40,1,6,Women,1
1041,3,2,5,3,3,2,3,5,5,4,3,4,5,2,5,8,5,5,5,8,6,9,8,9,9,8,5,6,6,5,7,2,44,4,6,Women,1
612,4,4,2,2,3,2,4,4,4,4,2,4,2,2,5,4,5,5,5,5,1,6,5,6,5,6,5,3,6,5,7,2,31,6,1,Women,1
519,1,4,2,2,3,1,2,2,5,5,1,3,1,2,4,4,5,7,5,6,3,5,2,6,5,8,6,3,5,3,7,2,26,1,6,Women,1
782,1,2,2,2,1,1,1,2,1,2,1,1,1,1,1,3,4,8,2,5,5,2,4,7,2,6,5,5,6,4,8,1,54,4,3,Men,1
1688,1,1,1,2,2,1,3,2,1,2,1,3,1,1,2,2,2,5,3,5,4,2,3,5,3,3,3,2,2,3,5,1,22,4,5,Men,1
643,4,4,3,3,3,3,4,4,4,4,3,4,4,4,4,5,5,6,5,5,6,5,6,6,5,5,5,6,5,5,5,1,36,2,4,Men,1
686,2,2,4,1,4,3,3,4,2,4,3,4,2,1,4,3,5,2,2,5,1,7,6,7,7,6,5,6,2,4,4,1,19,1,5,Men,1
2394,4,4,1,2,2,2,2,1,4,4,2,2,1,2,4,4,6,7,3,3,2,2,3,6,2,5,5,5,5,3,7,2,42,4,2,Women,1
899,2,3,2,4,5,4,3,4,5,5,4,2,2,5,5,7,7,9,5,8,3,9,6,9,8,7,6,4,8,7,8,2,48,2,2,Women,1
555,2,1,1,2,2,2,2,1,5,4,1,3,2,3,4,1,1,4,1,2,1,1,2,2,2,2,2,2,4,2,4,2,21,1,5,Women,1
421,3,2,1,1,1,2,1,2,4,4,3,1,2,2,2,1,5,6,4,6,3,2,4,7,4,6,6,5,5,5,8,1,37,4,1,Men,1
614,1,3,1,2,3,2,3,1,4,4,3,2,1,2,5,4,2,6,2,5,5,2,5,5,5,5,5,3,7,4,6,2,42,4,6,Women,1
818,1,4,1,2,2,4,5,1,5,4,4,4,1,2,5,5,5,9,5,5,5,1,2,7,5,7,7,5,6,6,7,2,24,2,7,Women,1
627,2,2,2,2,2,2,2,4,4,2,2,2,4,4,2,3,4,4,2,4,2,3,2,6,4,7,5,4,6,3,6,2,39,4,6,Women,1
609,2,2,3,1,3,3,1,2,4,4,4,2,1,2,5,3,4,4,3,4,3,5,4,6,6,6,4,4,4,3,6,2,21,1,2,Women,1
1028,4,5,3,2,4,3,5,3,5,4,5,4,3,3,5,6,5,5,3,4,5,5,6,7,4,7,5,4,8,5,9,2,48,3,6,Women,1
553,1,2,5,3,3,3,1,5,2,2,2,1,3,4,4,7,5,3,8,8,9,3,3,9,5,8,6,7,5,5,4,2,41,3,3,Women,1
608,4,4,2,2,1,4,2,4,4,4,4,2,2,2,5,6,3,3,3,5,4,3,3,7,3,6,4,7,6,6,6,1,25,1,5,Men,1
550,3,3,3,2,3,2,2,3,3,3,4,2,3,4,4,5,5,5,2,5,7,5,6,5,5,2,5,5,6,5,7,2,42,4,3,Women,1
929,4,4,4,4,4,3,4,4,5,4,3,4,4,4,4,8,7,5,5,7,5,9,7,7,6,6,6,5,6,5,7,2,39,4,2,Women,1
992,4,4,4,3,4,3,4,4,4,4,3,3,4,2,4,4,4,6,4,6,3,4,7,7,6,7,5,4,5,6,7,1,24,4,2,Men,1
748,4,4,5,5,5,3,5,4,5,3,4,5,4,3,5,5,9,8,8,8,5,9,8,9,7,7,8,5,9,8,9,2,43,2,6,Women,1
470,4,4,4,2,5,4,2,4,5,5,5,4,3,4,4,6,6,4,6,5,5,4,6,7,4,6,5,6,5,5,3,2,23,4,3,Women,1
488,2,4,1,4,2,2,1,3,4,4,2,1,2,2,2,4,1,9,1,4,1,1,6,7,5,1,1,1,6,1,6,1,60,6,2,Men,1
639,2,4,1,3,2,2,4,2,5,2,3,4,2,3,4,1,6,4,5,6,7,3,3,4,5,6,5,5,2,3,6,2,42,2,7,Women,1
742,4,2,2,2,2,2,3,3,3,2,2,2,3,2,4,1,2,2,1,3,4,2,1,5,2,4,4,1,5,1,3,2,39,1,6,Women,1
456,3,3,2,3,5,2,2,2,4,4,5,5,4,1,5,5,5,5,5,5,3,2,2,9,4,9,5,5,3,5,6,2,33,4,6,Women,1
528,3,2,1,2,1,3,2,3,5,3,3,1,1,3,4,1,5,7,3,3,1,3,4,7,6,4,5,3,7,3,4,1,35,2,3,Men,1
766,4,2,1,2,2,4,4,1,4,5,3,4,1,3,5,2,5,6,1,7,1,1,7,8,1,7,5,5,7,6,8,1,42,4,1,Men,1
594,3,4,2,3,4,2,2,3,4,4,2,4,4,2,4,6,6,7,5,5,2,5,4,7,5,8,5,3,6,3,7,2,41,3,6,Women,1
1188,2,2,1,1,2,2,2,1,2,2,2,2,1,2,4,1,1,6,1,1,1,1,1,1,1,3,1,1,1,1,6,2,29,2,1,Women,1
562,2,4,2,2,4,3,2,2,4,4,2,4,2,4,4,6,6,6,6,6,4,4,4,7,4,6,6,3,4,4,7,2,41,4,1,Women,1
681,2,5,4,4,2,2,4,5,5,5,4,4,4,4,4,4,5,9,4,9,1,8,5,9,8,9,5,5,9,8,9,1,28,6,1,Men,1
875,2,4,2,3,2,1,2,3,4,3,1,2,2,1,4,2,6,6,5,4,3,3,2,7,4,6,4,3,5,2,6,2,37,4,1,Women,1
618,1,1,2,1,3,1,2,3,3,4,1,4,2,4,4,1,3,6,2,2,1,1,4,3,4,5,3,1,7,2,5,2,33,4,1,Women,1
679,4,4,4,2,4,2,4,2,4,4,2,5,2,2,4,8,7,7,7,7,3,6,2,8,7,8,6,4,2,8,7,2,32,3,6,Women,1
742,1,3,4,3,2,1,4,4,4,3,2,4,3,1,4,6,6,6,5,5,5,8,4,7,7,6,6,4,7,5,7,2,37,4,6,Women,1
660,1,5,4,4,1,1,4,2,1,2,1,4,3,4,2,2,5,2,1,4,5,8,2,6,3,7,9,3,2,3,5,2,27,4,1,Women,1
557,4,3,3,2,4,3,4,4,5,4,3,4,4,3,4,5,5,5,5,5,5,5,5,8,5,7,5,5,7,5,9,2,32,2,6,Women,1
627,2,2,2,3,4,3,2,2,4,3,4,2,2,4,4,4,4,6,5,7,7,5,4,6,4,6,6,5,4,5,7,2,30,2,3,Women,1
1198,2,2,2,1,2,1,1,4,4,2,1,1,3,4,4,2,5,6,2,3,2,3,2,3,6,3,3,5,7,2,4,2,49,4,6,Women,1
464,3,3,4,4,3,3,2,4,4,3,3,4,4,3,5,5,8,5,5,8,8,8,8,7,6,7,5,5,8,6,8,2,46,5,6,Women,1
468,4,5,5,3,3,2,4,5,5,2,3,4,3,2,5,4,3,4,4,5,2,6,5,7,6,6,5,3,4,4,5,2,39,4,6,Women,1
831,3,2,3,1,2,2,2,4,1,3,2,3,4,2,3,3,5,5,2,4,1,6,2,5,6,6,5,4,6,5,6,2,45,4,2,Women,1
425,3,3,2,3,3,4,4,2,5,4,4,4,4,2,4,5,6,6,5,6,3,5,4,6,6,7,5,3,7,5,7,1,51,4,3,Men,1
526,3,3,3,2,4,2,4,3,4,4,2,4,2,3,3,6,5,6,6,5,7,6,4,6,5,7,5,3,6,6,6,2,36,4,6,Women,1
713,3,4,3,3,4,3,4,3,4,5,3,3,3,4,4,5,5,6,4,5,6,6,6,6,5,5,5,5,6,5,7,1,40,2,2,Men,1
722,4,2,3,3,3,2,4,3,4,4,4,4,3,4,4,6,5,5,5,5,5,5,5,5,5,5,5,5,7,5,9,1,30,4,3,Men,1
602,4,1,2,1,1,1,1,2,5,4,2,2,2,3,1,1,1,1,1,2,3,2,1,3,3,5,1,5,5,1,1,2,39,4,2,Women,1
829,2,5,4,4,2,4,4,5,2,4,1,4,2,1,2,7,6,7,5,8,4,4,8,9,6,5,6,5,7,7,9,2,31,2,2,Women,1
947,4,4,4,5,3,4,5,4,4,5,5,4,4,5,5,7,7,5,5,8,6,9,9,7,9,9,5,5,8,7,8,2,42,1,1,Women,1
569,3,2,1,1,2,2,3,3,2,1,2,5,2,4,4,5,3,9,1,8,1,9,7,5,4,9,7,5,7,5,8,2,40,4,2,Women,1
850,3,3,3,3,3,4,4,3,4,3,4,3,3,4,3,5,5,7,5,5,6,5,5,6,5,5,5,5,5,5,5,1,24,4,1,Men,1
710,2,3,2,2,4,2,3,1,4,3,4,4,1,2,4,4,4,4,5,6,6,1,3,6,1,6,5,4,5,4,6,2,32,4,6,Women,1
710,1,1,1,2,2,1,1,3,3,3,1,1,4,2,3,2,5,5,3,4,2,2,2,3,2,2,5,7,6,3,3,1,57,3,3,Men,1
1282,1,2,1,1,2,1,1,1,4,3,2,2,1,1,2,1,1,8,1,5,9,5,1,6,5,8,5,1,7,1,9,2,51,1,6,Women,1
1627,1,2,1,3,2,3,1,1,3,3,1,2,2,2,2,5,1,5,1,5,1,5,1,5,5,5,5,3,1,3,5,2,29,2,2,Women,1
2316,1,4,1,4,3,2,3,1,4,4,3,3,2,2,4,5,2,5,4,6,1,3,1,3,3,5,5,2,6,2,6,2,26,1,5,Women,1
504,4,3,1,4,4,2,4,2,5,4,4,4,2,4,5,5,5,4,3,5,5,2,7,8,5,6,5,5,6,7,7,1,42,4,1,Men,1
1289,2,3,2,1,1,1,4,1,4,4,2,3,2,2,4,7,2,9,1,3,5,9,3,5,7,1,6,2,7,2,8,2,46,3,3,Women,1
961,1,3,1,2,1,2,4,3,4,2,1,3,5,1,4,5,8,5,1,8,1,2,1,9,5,9,5,2,4,5,8,2,43,3,6,Women,1
1331,4,4,3,2,2,3,4,3,5,4,4,3,3,3,4,5,6,5,5,5,2,5,3,7,4,7,5,4,3,6,7,2,28,2,1,Women,1
2066,2,2,4,3,2,1,2,4,4,4,2,2,4,1,4,3,5,6,4,6,3,6,2,8,6,6,5,4,9,3,7,2,52,1,3,Women,1
727,3,3,4,2,4,3,3,4,4,5,4,3,2,4,5,9,6,9,4,5,3,9,1,9,5,9,9,3,8,5,9,2,43,2,6,Women,1
451,4,2,2,4,4,4,2,1,4,5,4,2,2,4,5,7,8,8,6,6,3,8,8,9,7,8,6,3,7,4,8,2,33,5,2,Women,1
